AverageTemperature,AverageTemperatureUncertainty,City,Year,Month,Day
24.047,0.847,Acapulco,1903,3,1
25.069,0.963,Acapulco,1903,4,1
26.154,0.752,Acapulco,1903,5,1
26.542,0.762,Acapulco,1903,6,1
27.167,0.716,Acapulco,1903,7,1
26.565,0.771,Acapulco,1903,8,1
26.66,1.0,Acapulco,1903,9,1
25.84,0.611,Acapulco,1903,10,1
25.888,0.707,Acapulco,1903,11,1
25.186,1.024,Acapulco,1903,12,1
24.57,1.184,Acapulco,1904,1,1
23.947,1.072,Acapulco,1904,2,1
23.625,1.191,Acapulco,1904,3,1
23.863,0.911,Acapulco,1904,4,1
25.04,0.823,Acapulco,1904,5,1
26.441,0.785,Acapulco,1904,6,1
26.299,0.742,Acapulco,1904,7,1
26.266,0.791,Acapulco,1904,8,1
26.575,0.666,Acapulco,1904,9,1
26.26,0.705,Acapulco,1904,10,1
25.951,0.782,Acapulco,1904,11,1
25.182,0.987,Acapulco,1904,12,1
23.952,1.036,Acapulco,1905,1,1
24.249,1.029,Acapulco,1905,2,1
22.25,1.14,Acapulco,1905,3,1
24.04,0.98,Acapulco,1905,4,1
27.107,0.747,Acapulco,1905,5,1
27.062,0.8,Acapulco,1905,6,1
27.125,0.703,Acapulco,1905,7,1
27.277,0.635,Acapulco,1905,8,1
26.683,0.651,Acapulco,1905,9,1
27.66,0.761,Acapulco,1905,10,1
28.003,0.728,Acapulco,1905,11,1
24.526,0.926,Acapulco,1905,12,1
23.477,0.973,Acapulco,1906,1,1
22.952,0.98,Acapulco,1906,2,1
24.108,0.727,Acapulco,1906,3,1
24.296,0.704,Acapulco,1906,4,1
26.515,0.835,Acapulco,1906,5,1
27.273,0.803,Acapulco,1906,6,1
27.605,0.702,Acapulco,1906,7,1
26.922,0.703,Acapulco,1906,8,1
26.897,0.686,Acapulco,1906,9,1
26.885,0.709,Acapulco,1906,10,1
26.063,0.962,Acapulco,1906,11,1
24.83,1.192,Acapulco,1906,12,1
24.796,1.053,Acapulco,1907,1,1
23.752,1.362,Acapulco,1907,2,1
23.953,1.043,Acapulco,1907,3,1
24.242,0.972,Acapulco,1907,4,1
26.005,0.901,Acapulco,1907,5,1
27.096,0.672,Acapulco,1907,6,1
27.031,0.734,Acapulco,1907,7,1
26.909,0.663,Acapulco,1907,8,1
26.754,0.803,Acapulco,1907,9,1
27.047,0.732,Acapulco,1907,10,1
27.066,0.828,Acapulco,1907,11,1
24.958,1.065,Acapulco,1907,12,1
25.053,1.045,Acapulco,1908,1,1
24.904,0.986,Acapulco,1908,2,1
25.063,0.911,Acapulco,1908,3,1
24.796,0.772,Acapulco,1908,4,1
25.628,0.739,Acapulco,1908,5,1
27.311,0.844,Acapulco,1908,6,1
26.575,0.644,Acapulco,1908,7,1
27.1,0.713,Acapulco,1908,8,1
26.771,0.585,Acapulco,1908,9,1
26.081,0.763,Acapulco,1908,10,1
25.882,0.828,Acapulco,1908,11,1
25.996,1.042,Acapulco,1908,12,1
24.291,1.181,Acapulco,1909,1,1
24.271,0.756,Acapulco,1909,2,1
25.138,0.817,Acapulco,1909,3,1
24.853,0.837,Acapulco,1909,4,1
27.053,0.707,Acapulco,1909,5,1
27.387,0.848,Acapulco,1909,6,1
27.775,0.732,Acapulco,1909,7,1
27.19,0.604,Acapulco,1909,8,1
26.056,0.767,Acapulco,1909,9,1
26.651,0.927,Acapulco,1909,10,1
26.742,0.961,Acapulco,1909,11,1
25.616,1.198,Acapulco,1909,12,1
23.873,1.563,Acapulco,1910,1,1
24.327,1.2,Acapulco,1910,2,1
22.579,1.187,Acapulco,1910,3,1
24.001,1.26,Acapulco,1910,4,1
25.321,0.937,Acapulco,1910,5,1
26.489,0.716,Acapulco,1910,6,1
26.844,0.827,Acapulco,1910,7,1
27.312,0.74,Acapulco,1910,8,1
26.451,0.702,Acapulco,1910,9,1
26.495,0.703,Acapulco,1910,10,1
26.552,0.718,Acapulco,1910,11,1
24.966,0.922,Acapulco,1910,12,1
25.034,1.394,Acapulco,1911,1,1
24.865,0.931,Acapulco,1911,2,1
24.173,1.211,Acapulco,1911,3,1
24.651,0.887,Acapulco,1911,4,1
24.789,0.765,Acapulco,1911,5,1
27.359,0.644,Acapulco,1911,6,1
26.823,0.645,Acapulco,1911,7,1
27.404,0.795,Acapulco,1911,8,1
27.434,0.799,Acapulco,1911,9,1
27.292,0.862,Acapulco,1911,10,1
27.911,1.053,Acapulco,1911,11,1
25.832,0.915,Acapulco,1911,12,1
25.122,1.042,Acapulco,1912,1,1
23.424,0.985,Acapulco,1912,2,1
25.164,1.202,Acapulco,1912,3,1
25.628,0.762,Acapulco,1912,4,1
26.32,0.8,Acapulco,1912,5,1
26.319,0.873,Acapulco,1912,6,1
26.773,0.76,Acapulco,1912,7,1
26.975,0.718,Acapulco,1912,8,1
26.59,0.929,Acapulco,1912,9,1
26.84,0.776,Acapulco,1912,10,1
25.048,0.828,Acapulco,1912,11,1
25.989,1.079,Acapulco,1912,12,1
24.918,0.95,Acapulco,1913,1,1
24.467,1.032,Acapulco,1913,2,1
24.191,0.891,Acapulco,1913,3,1
23.188,0.73,Acapulco,1913,4,1
24.847,1.041,Acapulco,1913,5,1
26.04,0.938,Acapulco,1913,6,1
26.357,1.017,Acapulco,1913,7,1
26.94,0.686,Acapulco,1913,8,1
26.811,0.746,Acapulco,1913,9,1
26.661,0.696,Acapulco,1913,10,1
26.498,0.852,Acapulco,1913,11,1
25.987,0.855,Acapulco,1913,12,1
24.702,1.691,Acapulco,1914,1,1
24.673,0.886,Acapulco,1914,2,1
23.633,0.853,Acapulco,1914,3,1
23.788,0.904,Acapulco,1914,4,1
25.01,1.181,Acapulco,1914,5,1
26.448,0.644,Acapulco,1914,6,1
27.157,0.632,Acapulco,1914,7,1
27.451,0.665,Acapulco,1914,8,1
26.493,0.711,Acapulco,1914,9,1
27.054,0.607,Acapulco,1914,10,1
26.851,0.777,Acapulco,1914,11,1
26.542,1.632,Acapulco,1914,12,1
24.669,1.218,Acapulco,1915,1,1
24.508,0.913,Acapulco,1915,2,1
23.112,2.379,Acapulco,1915,3,1
24.295,1.063,Acapulco,1915,4,1
26.97,1.449,Acapulco,1915,5,1
28.086,0.782,Acapulco,1915,6,1
27.461,1.203,Acapulco,1915,7,1
27.214,0.869,Acapulco,1915,8,1
26.551,0.831,Acapulco,1915,9,1
26.25,1.279,Acapulco,1915,10,1
26.949,0.847,Acapulco,1915,11,1
25.733,1.315,Acapulco,1915,12,1
26.036,2.286,Acapulco,1916,1,1
24.566,2.082,Acapulco,1916,2,1
24.309,3.056,Acapulco,1916,3,1
24.036,0.983,Acapulco,1916,4,1
26.396,0.768,Acapulco,1916,5,1
27.76,0.75,Acapulco,1916,6,1
26.764,0.791,Acapulco,1916,7,1
26.321,0.93,Acapulco,1916,8,1
26.258,0.745,Acapulco,1916,9,1
26.545,0.714,Acapulco,1916,10,1
26.225,0.905,Acapulco,1916,11,1
26.219,0.892,Acapulco,1916,12,1
25.663,0.96,Acapulco,1917,1,1
24.762,0.911,Acapulco,1917,2,1
24.44,0.786,Acapulco,1917,3,1
24.155,0.737,Acapulco,1917,4,1
26.326,0.819,Acapulco,1917,5,1
26.944,1.069,Acapulco,1917,6,1
27.116,0.701,Acapulco,1917,7,1
27.066,0.75,Acapulco,1917,8,1
26.872,0.653,Acapulco,1917,9,1
26.515,0.635,Acapulco,1917,10,1
25.171,0.991,Acapulco,1917,11,1
25.662,0.79,Acapulco,1917,12,1
24.651,0.992,Acapulco,1918,1,1
25.149,0.869,Acapulco,1918,2,1
23.321,1.071,Acapulco,1918,3,1
24.278,0.852,Acapulco,1918,4,1
26.143,1.117,Acapulco,1918,5,1
26.517,0.763,Acapulco,1918,6,1
27.023,0.778,Acapulco,1918,7,1
26.657,0.9,Acapulco,1918,8,1
26.772,0.736,Acapulco,1918,9,1
27.473,0.675,Acapulco,1918,10,1
27.039,0.812,Acapulco,1918,11,1
26.208,0.813,Acapulco,1918,12,1
23.738,0.772,Acapulco,1919,1,1
24.996,0.932,Acapulco,1919,2,1
23.821,0.944,Acapulco,1919,3,1
24.288,0.895,Acapulco,1919,4,1
26.784,0.763,Acapulco,1919,5,1
27.37,0.738,Acapulco,1919,6,1
27.222,0.679,Acapulco,1919,7,1
27.933,0.905,Acapulco,1919,8,1
27.121,0.856,Acapulco,1919,9,1
27.804,0.915,Acapulco,1919,10,1
27.036,0.978,Acapulco,1919,11,1
26.415,0.763,Acapulco,1919,12,1
25.014,0.985,Acapulco,1920,1,1
25.508,1.008,Acapulco,1920,2,1
25.18,0.914,Acapulco,1920,3,1
25.506,0.944,Acapulco,1920,4,1
25.391,0.966,Acapulco,1920,5,1
26.408,0.986,Acapulco,1920,6,1
27.66,0.689,Acapulco,1920,7,1
27.233,0.676,Acapulco,1920,8,1
27.12,0.636,Acapulco,1920,9,1
26.804,0.766,Acapulco,1920,10,1
26.877,1.118,Acapulco,1920,11,1
25.868,1.037,Acapulco,1920,12,1
24.753,1.189,Acapulco,1921,1,1
24.046,0.818,Acapulco,1921,2,1
24.468,1.132,Acapulco,1921,3,1
25.092,0.645,Acapulco,1921,4,1
26.02,0.748,Acapulco,1921,5,1
27.699,0.68,Acapulco,1921,6,1
27.169,0.758,Acapulco,1921,7,1
27.292,0.677,Acapulco,1921,8,1
26.856,0.743,Acapulco,1921,9,1
26.658,0.832,Acapulco,1921,10,1
26.94,0.77,Acapulco,1921,11,1
26.399,0.844,Acapulco,1921,12,1
25.516,0.825,Acapulco,1922,1,1
25.335,0.902,Acapulco,1922,2,1
25.042,0.656,Acapulco,1922,3,1
25.345,0.632,Acapulco,1922,4,1
26.812,0.621,Acapulco,1922,5,1
26.814,0.5,Acapulco,1922,6,1
27.74,0.575,Acapulco,1922,7,1
27.313,0.557,Acapulco,1922,8,1
26.808,0.628,Acapulco,1922,9,1
26.402,0.531,Acapulco,1922,10,1
27.036,0.765,Acapulco,1922,11,1
26.143,0.781,Acapulco,1922,12,1
25.392,0.614,Acapulco,1923,1,1
24.678,0.796,Acapulco,1923,2,1
24.487,0.848,Acapulco,1923,3,1
24.89,0.684,Acapulco,1923,4,1
26.775,0.661,Acapulco,1923,5,1
27.076,0.648,Acapulco,1923,6,1
27.287,0.59,Acapulco,1923,7,1
27.614,0.572,Acapulco,1923,8,1
27.679,0.548,Acapulco,1923,9,1
26.288,0.499,Acapulco,1923,10,1
26.96,0.686,Acapulco,1923,11,1
26.362,0.651,Acapulco,1923,12,1
25.296,0.737,Acapulco,1924,1,1
24.537,0.793,Acapulco,1924,2,1
24.759,0.888,Acapulco,1924,3,1
25.205,0.725,Acapulco,1924,4,1
26.054,0.909,Acapulco,1924,5,1
26.592,0.688,Acapulco,1924,6,1
27.458,0.589,Acapulco,1924,7,1
27.462,0.72,Acapulco,1924,8,1
26.581,0.545,Acapulco,1924,9,1
26.554,0.499,Acapulco,1924,10,1
25.924,0.588,Acapulco,1924,11,1
26.037,0.638,Acapulco,1924,12,1
24.771,0.778,Acapulco,1925,1,1
24.338,0.705,Acapulco,1925,2,1
24.148,0.804,Acapulco,1925,3,1
24.965,0.703,Acapulco,1925,4,1
25.823,0.654,Acapulco,1925,5,1
26.666,0.583,Acapulco,1925,6,1
27.444,0.458,Acapulco,1925,7,1
27.79,0.541,Acapulco,1925,8,1
26.922,0.437,Acapulco,1925,9,1
27.481,0.49,Acapulco,1925,10,1
26.858,0.577,Acapulco,1925,11,1
24.661,0.621,Acapulco,1925,12,1
24.801,0.714,Acapulco,1926,1,1
24.315,0.675,Acapulco,1926,2,1
25.099,0.6,Acapulco,1926,3,1
24.284,0.735,Acapulco,1926,4,1
26.093,0.689,Acapulco,1926,5,1
27.482,0.751,Acapulco,1926,6,1
27.605,0.527,Acapulco,1926,7,1
27.582,0.457,Acapulco,1926,8,1
26.712,0.501,Acapulco,1926,9,1
27.296,0.471,Acapulco,1926,10,1
26.484,0.636,Acapulco,1926,11,1
26.033,0.622,Acapulco,1926,12,1
24.39,0.844,Acapulco,1927,1,1
24.358,0.631,Acapulco,1927,2,1
24.393,0.573,Acapulco,1927,3,1
24.507,0.505,Acapulco,1927,4,1
26.951,0.504,Acapulco,1927,5,1
26.653,0.635,Acapulco,1927,6,1
27.517,0.506,Acapulco,1927,7,1
27.394,0.539,Acapulco,1927,8,1
26.338,0.676,Acapulco,1927,9,1
26.686,0.537,Acapulco,1927,10,1
26.441,0.683,Acapulco,1927,11,1
26.085,0.735,Acapulco,1927,12,1
25.095,0.53,Acapulco,1928,1,1
25.194,0.637,Acapulco,1928,2,1
24.273,0.664,Acapulco,1928,3,1
25.011,0.591,Acapulco,1928,4,1
26.402,0.55,Acapulco,1928,5,1
27.705,0.558,Acapulco,1928,6,1
27.695,0.414,Acapulco,1928,7,1
27.87,0.678,Acapulco,1928,8,1
26.943,0.531,Acapulco,1928,9,1
27.285,0.446,Acapulco,1928,10,1
26.566,0.556,Acapulco,1928,11,1
26.082,0.621,Acapulco,1928,12,1
24.883,0.594,Acapulco,1929,1,1
24.713,0.598,Acapulco,1929,2,1
23.901,0.547,Acapulco,1929,3,1
24.929,1.059,Acapulco,1929,4,1
26.383,0.836,Acapulco,1929,5,1
27.201,0.526,Acapulco,1929,6,1
27.257,0.522,Acapulco,1929,7,1
27.078,0.605,Acapulco,1929,8,1
27.024,0.477,Acapulco,1929,9,1
26.647,0.646,Acapulco,1929,10,1
27.883,0.592,Acapulco,1929,11,1
26.745,0.93,Acapulco,1929,12,1
26.448,1.479,Acapulco,1930,1,1
25.006,0.647,Acapulco,1930,2,1
24.849,0.738,Acapulco,1930,3,1
23.878,0.492,Acapulco,1930,4,1
26.701,0.528,Acapulco,1930,5,1
27.11,0.495,Acapulco,1930,6,1
27.46,0.509,Acapulco,1930,7,1
27.73,0.514,Acapulco,1930,8,1
27.821,0.706,Acapulco,1930,9,1
27.16,0.598,Acapulco,1930,10,1
26.75,0.609,Acapulco,1930,11,1
26.629,0.6,Acapulco,1930,12,1
25.302,0.946,Acapulco,1931,1,1
24.813,0.643,Acapulco,1931,2,1
24.778,0.631,Acapulco,1931,3,1
24.524,0.538,Acapulco,1931,4,1
25.916,0.551,Acapulco,1931,5,1
27.122,0.958,Acapulco,1931,6,1
27.073,0.658,Acapulco,1931,7,1
27.507,0.632,Acapulco,1931,8,1
26.224,0.567,Acapulco,1931,9,1
27.112,0.524,Acapulco,1931,10,1
26.33,0.631,Acapulco,1931,11,1
26.397,0.593,Acapulco,1931,12,1
25.093,1.133,Acapulco,1932,1,1
25.037,0.669,Acapulco,1932,2,1
23.888,0.583,Acapulco,1932,3,1
24.284,0.623,Acapulco,1932,4,1
26.715,0.835,Acapulco,1932,5,1
27.904,0.707,Acapulco,1932,6,1
27.476,0.496,Acapulco,1932,7,1
27.638,0.464,Acapulco,1932,8,1
27.409,0.469,Acapulco,1932,9,1
26.899,0.457,Acapulco,1932,10,1
25.563,0.685,Acapulco,1932,11,1
26.135,0.635,Acapulco,1932,12,1
25.406,0.93,Acapulco,1933,1,1
25.767,0.708,Acapulco,1933,2,1
25.071,0.619,Acapulco,1933,3,1
25.785,0.632,Acapulco,1933,4,1
27.364,0.715,Acapulco,1933,5,1
28.207,0.723,Acapulco,1933,6,1
28.195,0.535,Acapulco,1933,7,1
27.2,0.523,Acapulco,1933,8,1
26.599,0.614,Acapulco,1933,9,1
26.374,0.716,Acapulco,1933,10,1
26.168,0.636,Acapulco,1933,11,1
25.445,0.735,Acapulco,1933,12,1
25.671,0.607,Acapulco,1934,1,1
25.286,0.727,Acapulco,1934,2,1
23.299,0.792,Acapulco,1934,3,1
23.889,0.539,Acapulco,1934,4,1
25.541,0.509,Acapulco,1934,5,1
27.485,0.612,Acapulco,1934,6,1
27.851,0.503,Acapulco,1934,7,1
27.594,0.447,Acapulco,1934,8,1
26.91,0.67,Acapulco,1934,9,1
26.618,0.554,Acapulco,1934,10,1
26.273,0.645,Acapulco,1934,11,1
26.64,0.514,Acapulco,1934,12,1
24.592,0.736,Acapulco,1935,1,1
23.013,0.605,Acapulco,1935,2,1
23.859,0.633,Acapulco,1935,3,1
24.257,0.511,Acapulco,1935,4,1
26.251,0.482,Acapulco,1935,5,1
26.31,0.484,Acapulco,1935,6,1
27.351,0.471,Acapulco,1935,7,1
26.978,0.426,Acapulco,1935,8,1
27.025,0.49,Acapulco,1935,9,1
26.885,0.478,Acapulco,1935,10,1
27.042,0.499,Acapulco,1935,11,1
26.067,0.52,Acapulco,1935,12,1
26.108,0.573,Acapulco,1936,1,1
25.102,0.842,Acapulco,1936,2,1
24.955,0.739,Acapulco,1936,3,1
24.647,0.593,Acapulco,1936,4,1
25.807,0.474,Acapulco,1936,5,1
28.183,0.577,Acapulco,1936,6,1
27.386,0.566,Acapulco,1936,7,1
27.691,0.476,Acapulco,1936,8,1
26.915,0.472,Acapulco,1936,9,1
27.048,0.476,Acapulco,1936,10,1
27.271,0.577,Acapulco,1936,11,1
26.178,0.526,Acapulco,1936,12,1
26.89,0.559,Acapulco,1937,1,1
25.838,0.588,Acapulco,1937,2,1
25.052,0.574,Acapulco,1937,3,1
24.853,0.596,Acapulco,1937,4,1
26.139,0.874,Acapulco,1937,5,1
26.848,0.515,Acapulco,1937,6,1
27.349,0.504,Acapulco,1937,7,1
27.729,0.451,Acapulco,1937,8,1
27.251,0.461,Acapulco,1937,9,1
27.335,0.462,Acapulco,1937,10,1
26.962,0.608,Acapulco,1937,11,1
26.167,0.688,Acapulco,1937,12,1
25.171,0.628,Acapulco,1938,1,1
24.819,0.64,Acapulco,1938,2,1
24.804,0.511,Acapulco,1938,3,1
24.36,0.691,Acapulco,1938,4,1
26.135,0.531,Acapulco,1938,5,1
26.887,0.852,Acapulco,1938,6,1
27.108,0.453,Acapulco,1938,7,1
27.74,0.54,Acapulco,1938,8,1
27.007,0.566,Acapulco,1938,9,1
26.67,0.434,Acapulco,1938,10,1
27.145,0.688,Acapulco,1938,11,1
25.302,0.511,Acapulco,1938,12,1
25.188,0.605,Acapulco,1939,1,1
24.74,0.785,Acapulco,1939,2,1
24.157,0.604,Acapulco,1939,3,1
24.447,0.525,Acapulco,1939,4,1
25.996,0.547,Acapulco,1939,5,1
26.953,0.536,Acapulco,1939,6,1
27.404,0.617,Acapulco,1939,7,1
27.557,0.403,Acapulco,1939,8,1
26.885,0.399,Acapulco,1939,9,1
27.328,0.477,Acapulco,1939,10,1
26.128,0.479,Acapulco,1939,11,1
25.91,0.756,Acapulco,1939,12,1
24.688,0.654,Acapulco,1940,1,1
24.87,0.679,Acapulco,1940,2,1
24.09,0.598,Acapulco,1940,3,1
25.177,0.606,Acapulco,1940,4,1
26.719,0.684,Acapulco,1940,5,1
27.948,0.528,Acapulco,1940,6,1
28.259,0.503,Acapulco,1940,7,1
28.12,0.493,Acapulco,1940,8,1
27.637,0.487,Acapulco,1940,9,1
28.128,0.514,Acapulco,1940,10,1
27.458,0.52,Acapulco,1940,11,1
26.107,0.656,Acapulco,1940,12,1
25.357,0.703,Acapulco,1941,1,1
25.077,0.574,Acapulco,1941,2,1
24.871,0.625,Acapulco,1941,3,1
25.817,0.563,Acapulco,1941,4,1
26.787,0.622,Acapulco,1941,5,1
27.914,0.573,Acapulco,1941,6,1
28.018,0.643,Acapulco,1941,7,1
28.342,0.752,Acapulco,1941,8,1
27.183,0.453,Acapulco,1941,9,1
27.392,0.468,Acapulco,1941,10,1
27.129,0.464,Acapulco,1941,11,1
26.813,0.496,Acapulco,1941,12,1
25.333,0.707,Acapulco,1942,1,1
25.981,0.748,Acapulco,1942,2,1
24.675,0.973,Acapulco,1942,3,1
25.112,0.739,Acapulco,1942,4,1
27.478,0.706,Acapulco,1942,5,1
27.814,0.613,Acapulco,1942,6,1
27.926,0.496,Acapulco,1942,7,1
27.202,0.38,Acapulco,1942,8,1
26.82,0.567,Acapulco,1942,9,1
27.36,0.427,Acapulco,1942,10,1
27.017,0.512,Acapulco,1942,11,1
26.176,0.526,Acapulco,1942,12,1
25.436,0.507,Acapulco,1943,1,1
24.432,0.507,Acapulco,1943,2,1
24.006,0.688,Acapulco,1943,3,1
25.061,0.507,Acapulco,1943,4,1
26.914,0.615,Acapulco,1943,5,1
26.873,0.376,Acapulco,1943,6,1
28.233,0.562,Acapulco,1943,7,1
27.445,0.684,Acapulco,1943,8,1
27.595,0.447,Acapulco,1943,9,1
26.873,0.501,Acapulco,1943,10,1
26.154,0.605,Acapulco,1943,11,1
25.766,0.624,Acapulco,1943,12,1
25.162,0.863,Acapulco,1944,1,1
25.302,0.611,Acapulco,1944,2,1
24.369,0.9,Acapulco,1944,3,1
24.795,0.462,Acapulco,1944,4,1
26.745,0.684,Acapulco,1944,5,1
27.978,0.666,Acapulco,1944,6,1
28.277,0.473,Acapulco,1944,7,1
27.794,0.593,Acapulco,1944,8,1
27.12,0.816,Acapulco,1944,9,1
26.315,0.834,Acapulco,1944,10,1
27.645,0.572,Acapulco,1944,11,1
25.917,0.538,Acapulco,1944,12,1
25.683,0.625,Acapulco,1945,1,1
25.18,1.225,Acapulco,1945,2,1
24.568,0.943,Acapulco,1945,3,1
24.87,0.855,Acapulco,1945,4,1
26.658,0.723,Acapulco,1945,5,1
28.784,0.435,Acapulco,1945,6,1
28.47,0.455,Acapulco,1945,7,1
27.837,0.513,Acapulco,1945,8,1
27.769,0.532,Acapulco,1945,9,1
26.699,0.607,Acapulco,1945,10,1
26.887,0.568,Acapulco,1945,11,1
26.608,0.514,Acapulco,1945,12,1
25.358,0.486,Acapulco,1946,1,1
25.726,1.083,Acapulco,1946,2,1
25.345,0.864,Acapulco,1946,3,1
25.316,0.988,Acapulco,1946,4,1
27.491,0.604,Acapulco,1946,5,1
27.676,0.616,Acapulco,1946,6,1
28.178,0.565,Acapulco,1946,7,1
27.947,0.624,Acapulco,1946,8,1
28.028,0.526,Acapulco,1946,9,1
27.258,0.426,Acapulco,1946,10,1
27.452,0.477,Acapulco,1946,11,1
26.224,0.534,Acapulco,1946,12,1
26.13,0.55,Acapulco,1947,1,1
25.63,0.546,Acapulco,1947,2,1
25.316,0.488,Acapulco,1947,3,1
25.421,0.462,Acapulco,1947,4,1
26.163,0.503,Acapulco,1947,5,1
27.759,0.594,Acapulco,1947,6,1
28.295,0.68,Acapulco,1947,7,1
27.54,0.463,Acapulco,1947,8,1
27.067,0.516,Acapulco,1947,9,1
27.682,0.452,Acapulco,1947,10,1
27.196,0.434,Acapulco,1947,11,1
25.803,0.513,Acapulco,1947,12,1
25.181,0.526,Acapulco,1948,1,1
26.3,0.715,Acapulco,1948,2,1
25.684,0.476,Acapulco,1948,3,1
25.254,0.55,Acapulco,1948,4,1
27.198,0.554,Acapulco,1948,5,1
27.924,0.453,Acapulco,1948,6,1
27.878,0.44,Acapulco,1948,7,1
28.136,0.396,Acapulco,1948,8,1
27.396,0.571,Acapulco,1948,9,1
27.486,0.439,Acapulco,1948,10,1
28.21,0.674,Acapulco,1948,11,1
27.266,0.461,Acapulco,1948,12,1
25.587,0.407,Acapulco,1949,1,1
25.667,0.484,Acapulco,1949,2,1
25.475,0.597,Acapulco,1949,3,1
24.599,1.334,Acapulco,1949,4,1
27.008,0.38,Acapulco,1949,5,1
27.449,0.383,Acapulco,1949,6,1
27.962,0.537,Acapulco,1949,7,1
28.361,0.519,Acapulco,1949,8,1
27.473,0.505,Acapulco,1949,9,1
27.563,0.605,Acapulco,1949,10,1
25.989,0.629,Acapulco,1949,11,1
26.137,0.569,Acapulco,1949,12,1
25.87,0.506,Acapulco,1950,1,1
25.137,0.468,Acapulco,1950,2,1
24.953,0.459,Acapulco,1950,3,1
24.797,0.812,Acapulco,1950,4,1
26.887,0.47,Acapulco,1950,5,1
27.433,0.374,Acapulco,1950,6,1
27.149,0.352,Acapulco,1950,7,1
28.022,0.38,Acapulco,1950,8,1
27.284,0.336,Acapulco,1950,9,1
26.514,0.43,Acapulco,1950,10,1
26.615,0.995,Acapulco,1950,11,1
24.803,0.724,Acapulco,1950,12,1
24.746,0.505,Acapulco,1951,1,1
24.664,0.437,Acapulco,1951,2,1
24.815,1.178,Acapulco,1951,3,1
25.422,0.45,Acapulco,1951,4,1
26.763,0.634,Acapulco,1951,5,1
27.917,0.558,Acapulco,1951,6,1
27.729,0.413,Acapulco,1951,7,1
28.143,0.914,Acapulco,1951,8,1
27.209,0.468,Acapulco,1951,9,1
27.918,0.928,Acapulco,1951,10,1
28.102,0.467,Acapulco,1951,11,1
27.318,0.396,Acapulco,1951,12,1
26.594,0.484,Acapulco,1952,1,1
25.855,0.706,Acapulco,1952,2,1
25.576,0.661,Acapulco,1952,3,1
26.156,1.754,Acapulco,1952,4,1
26.937,1.616,Acapulco,1952,5,1
26.874,0.366,Acapulco,1952,6,1
27.691,0.367,Acapulco,1952,7,1
27.902,0.422,Acapulco,1952,8,1
26.834,0.441,Acapulco,1952,9,1
26.159,1.186,Acapulco,1952,10,1
27.262,0.527,Acapulco,1952,11,1
25.769,0.769,Acapulco,1952,12,1
24.577,0.609,Acapulco,1953,1,1
25.24,0.839,Acapulco,1953,2,1
25.363,0.648,Acapulco,1953,3,1
25.573,0.573,Acapulco,1953,4,1
26.559,0.951,Acapulco,1953,5,1
27.614,0.509,Acapulco,1953,6,1
27.835,0.478,Acapulco,1953,7,1
28.305,0.37,Acapulco,1953,8,1
27.477,0.626,Acapulco,1953,9,1
27.18,0.567,Acapulco,1953,10,1
26.43,0.398,Acapulco,1953,11,1
26.051,0.917,Acapulco,1953,12,1
25.8,0.863,Acapulco,1954,1,1
25.598,0.515,Acapulco,1954,2,1
25.06,1.366,Acapulco,1954,3,1
25.255,0.924,Acapulco,1954,4,1
26.135,0.443,Acapulco,1954,5,1
26.962,0.41,Acapulco,1954,6,1
27.123,0.38,Acapulco,1954,7,1
27.437,0.297,Acapulco,1954,8,1
26.848,0.489,Acapulco,1954,9,1
26.507,0.436,Acapulco,1954,10,1
26.321,0.423,Acapulco,1954,11,1
25.214,0.422,Acapulco,1954,12,1
24.584,0.602,Acapulco,1955,1,1
23.971,1.04,Acapulco,1955,2,1
24.834,0.829,Acapulco,1955,3,1
25.016,0.923,Acapulco,1955,4,1
26.695,0.855,Acapulco,1955,5,1
27.412,0.84,Acapulco,1955,6,1
26.385,0.634,Acapulco,1955,7,1
27.1,0.489,Acapulco,1955,8,1
25.912,0.547,Acapulco,1955,9,1
26.111,0.284,Acapulco,1955,10,1
26.701,0.707,Acapulco,1955,11,1
24.98,0.446,Acapulco,1955,12,1
23.66,0.446,Acapulco,1956,1,1
24.457,1.022,Acapulco,1956,2,1
24.414,0.61,Acapulco,1956,3,1
24.985,0.629,Acapulco,1956,4,1
26.241,0.497,Acapulco,1956,5,1
26.39,0.393,Acapulco,1956,6,1
27.136,0.444,Acapulco,1956,7,1
27.594,0.649,Acapulco,1956,8,1
26.647,0.675,Acapulco,1956,9,1
27.097,0.44,Acapulco,1956,10,1
26.734,0.423,Acapulco,1956,11,1
25.869,0.634,Acapulco,1956,12,1
25.599,0.513,Acapulco,1957,1,1
25.441,0.526,Acapulco,1957,2,1
24.195,0.741,Acapulco,1957,3,1
24.977,1.044,Acapulco,1957,4,1
26.758,0.485,Acapulco,1957,5,1
27.965,0.803,Acapulco,1957,6,1
28.101,0.433,Acapulco,1957,7,1
28.166,0.638,Acapulco,1957,8,1
27.198,0.651,Acapulco,1957,9,1
27.309,0.415,Acapulco,1957,10,1
27.928,0.496,Acapulco,1957,11,1
26.344,0.719,Acapulco,1957,12,1
23.74,0.405,Acapulco,1958,1,1
24.113,0.385,Acapulco,1958,2,1
25.155,0.359,Acapulco,1958,3,1
25.766,0.757,Acapulco,1958,4,1
27.123,0.551,Acapulco,1958,5,1
27.915,0.586,Acapulco,1958,6,1
27.878,0.847,Acapulco,1958,7,1
